DATE,CBBTCUSD
6/17/2018,6447.16
6/18/2018,6709.02
6/19/2018,6736.41
6/20/2018,6756.1
6/21/2018,6719.01
6/22/2018,6059.82
6/23/2018,6178.29
6/24/2018,6149.99
6/25/2018,6246.01
6/26/2018,6074
6/27/2018,6132.17
6/28/2018,5851.66
6/29/2018,6202.36
6/30/2018,6383.19
7/1/2018,6349.5
7/2/2018,6611.79
7/3/2018,6502.62
7/4/2018,6587.47
7/5/2018,6532.95
7/6/2018,6600
7/7/2018,6753.28
7/8/2018,6701.97
7/9/2018,6664.01
7/10/2018,6303.7
7/11/2018,6390.04
7/12/2018,6249.75
7/13/2018,6216.29
7/14/2018,6248.65
7/15/2018,6348.73
7/16/2018,6728.81
7/17/2018,7315.01
7/18/2018,7378.99
7/19/2018,7470.01
7/20/2018,7334.46
7/21/2018,7408
7/22/2018,7397.8
7/23/2018,7720.09
7/24/2018,8385.5
7/25/2018,8157.15
7/26/2018,7931.99
7/27/2018,8184.21
7/28/2018,8228.9
7/29/2018,8216.34
7/30/2018,8170.01
7/31/2018,7727.27
8/1/2018,7603.99
8/2/2018,7533.92
8/3/2018,7414.08
8/4/2018,7005
8/5/2018,7030.01
8/6/2018,6938
8/7/2018,6718.22
8/8/2018,6282.5
8/9/2018,6546.45
8/10/2018,6146.01
8/11/2018,6235.56
8/12/2018,6316.01
8/13/2018,6253.67
8/14/2018,6195.01
8/15/2018,6269.01
8/16/2018,6315.9
8/17/2018,6585.49
8/18/2018,6396.64
8/19/2018,6489.53
8/20/2018,6258.74
8/21/2018,6475.89
8/22/2018,6359.99
8/23/2018,6526.36
8/24/2018,6690.88
8/25/2018,6737.52
8/26/2018,6709.98
8/27/2018,6911.9
8/28/2018,7071.01
8/29/2018,7030.9
8/30/2018,6983
8/31/2018,7015.01
9/1/2018,7191.08
9/2/2018,7295
9/3/2018,7256.98
9/4/2018,7360
9/5/2018,6687.96
9/6/2018,6495
9/7/2018,6395.01
9/8/2018,6188
9/9/2018,6235.01
9/10/2018,6300
9/11/2018,6282.53
9/12/2018,6326
9/13/2018,6485.99
9/14/2018,6478.04
9/15/2018,6518.68
9/16/2018,6498
9/17/2018,6250.7
9/18/2018,6335.7
9/19/2018,6386.94
9/20/2018,6493.11
9/21/2018,6750
9/22/2018,6707.33
9/23/2018,6696.99
9/24/2018,6582.09
9/25/2018,6436.89
9/26/2018,6455.66
9/27/2018,6680.01
9/28/2018,6620.01
9/29/2018,6581
9/30/2018,6605
10/1/2018,6572.83
10/2/2018,6498.46
10/3/2018,6466.03
10/4/2018,6547.45
10/5/2018,6593.94
10/6/2018,6552.43
10/7/2018,6570
10/8/2018,6608.07
10/9/2018,6589.48
10/10/2018,6524.56
10/11/2018,6154.69
10/12/2018,6188.01
10/13/2018,6196
10/14/2018,6183.49
10/15/2018,6440.42
10/16/2018,6457.11
10/17/2018,6443.7
10/18/2018,6394.96
10/19/2018,6382.99
10/20/2018,6414
10/21/2018,6415.88
10/22/2018,6407.65
10/23/2018,6395.14
10/24/2018,6415.98
10/25/2018,6395.58
10/26/2018,6404.87
10/27/2018,6409.12
10/28/2018,6403.62
10/29/2018,6266
10/30/2018,6267.63
10/31/2018,6304.18
11/1/2018,6344
11/2/2018,6349.8
11/3/2018,6331.96
11/4/2018,6423.28
11/5/2018,6404
11/6/2018,6448.5
11/7/2018,6503.12
11/8/2018,6406.24
11/9/2018,6334.89
11/10/2018,6347.42
11/11/2018,6357.6
11/12/2018,6327.87
11/13/2018,6259.34
11/14/2018,5605.46
11/15/2018,5579.52
11/16/2018,5512.24
11/17/2018,5504.17
11/18/2018,5560
11/19/2018,4733.5
11/20/2018,4349.23
11/21/2018,4545.11
11/22/2018,4265.36
11/23/2018,4283.8
11/24/2018,3774.99
11/25/2018,3936.69
11/26/2018,3731.32
11/27/2018,3775
11/28/2018,4225.03
11/29/2018,4248
11/30/2018,3976
12/1/2018,4142.01
12/2/2018,4103.19
12/3/2018,3833.47
12/4/2018,3901.84
12/5/2018,3694.39
12/6/2018,3433.26
12/7/2018,3380.01
12/8/2018,3401
12/9/2018,3531.18
12/10/2018,3410.15
12/11/2018,3349.36
12/12/2018,3430.24
12/13/2018,3265
12/14/2018,3195.71
12/15/2018,3183
12/16/2018,3195
12/17/2018,3496.82
12/18/2018,3667.77
12/19/2018,3682.51
12/20/2018,4075.34
12/21/2018,3839.06
12/22/2018,3980.46
12/23/2018,3944.93
12/24/2018,4034
12/25/2018,3780
12/26/2018,3809.88
12/27/2018,3589.89
12/28/2018,3888.06
12/29/2018,3729.31
12/30/2018,3829
12/31/2018,3691.86
1/1/2019,3826.1
1/2/2019,3890.79
1/3/2019,3787.57
1/4/2019,3820.25
1/5/2019,3798.62
1/6/2019,4040.99
1/7/2019,4006.01
1/8/2019,3993.86
1/9/2019,4004.12
1/10/2019,3626.12
1/11/2019,3635.69
1/12/2019,3619.41
1/13/2019,3514.24
1/14/2019,3664.19
1/15/2019,3580.76
1/16/2019,3609.71
1/17/2019,3640.65
1/18/2019,3607.85
1/19/2019,3682.65
1/20/2019,3536.19
1/21/2019,3531.76
1/22/2019,3577.03
1/23/2019,3553.01
1/24/2019,3568.97
1/25/2019,3562.17
1/26/2019,3556.07
1/27/2019,3531.02
1/28/2019,3429.95
1/29/2019,3397.42
1/30/2019,3437.55
1/31/2019,3411.5
2/1/2019,3437.5
2/2/2019,3468.43
2/3/2019,3414.78
2/4/2019,3409.57
2/5/2019,3428.4
2/6/2019,3367.36
2/7/2019,3359
2/8/2019,3621.99
2/9/2019,3623.73
2/10/2019,3648.84
2/11/2019,3590.36
2/12/2019,3588.06
2/13/2019,3576.68
2/14/2019,3561.5
2/15/2019,3566.59
2/16/2019,3582.37
2/17/2019,3625.08
2/18/2019,3867
2/19/2019,3888.01
2/20/2019,3938.99
2/21/2019,3897.71
2/22/2019,3942.02
2/23/2019,4110
2/24/2019,3734.22
2/25/2019,3818.79
2/26/2019,3799.48
2/27/2019,3799.91
2/28/2019,3792.14
3/1/2019,3806.17
3/2/2019,3809.7
3/3/2019,3786.93
3/4/2019,3700.72
3/5/2019,3844.59
3/6/2019,3851.89
3/7/2019,3857.05
3/8/2019,3843.12
3/9/2019,3917
3/10/2019,3900.93
3/11/2019,3849.68
3/12/2019,3860
3/13/2019,3851.02
3/14/2019,3853.95
3/15/2019,3902.8
3/16/2019,3990
3/17/2019,3967.01
3/18/2019,3970.5
3/19/2019,4000.85
3/20/2019,4031.85
3/21/2019,3972.76
3/22/2019,3983.78
3/23/2019,3983.43
3/24/2019,3969.52
3/25/2019,3907.53
3/26/2019,3921.45
3/27/2019,4026.53
3/28/2019,4011.17
3/29/2019,4091.01
3/30/2019,4094.14
3/31/2019,4094.99
4/1/2019,4137
4/2/2019,4901.93
4/3/2019,4975.97
4/4/2019,4906.49
4/5/2019,5040.66
4/6/2019,5049.22
4/7/2019,5194.79
4/8/2019,5285.54
4/9/2019,5187.21
4/10/2019,5318.58
4/11/2019,5041.3
4/12/2019,5078.19
4/13/2019,5066.22
4/14/2019,5164.27
4/15/2019,5029.99
4/16/2019,5202.9
4/17/2019,5227
4/18/2019,5280.49
4/19/2019,5290.36
4/20/2019,5319.89
4/21/2019,5297.64
4/22/2019,5387.6
4/23/2019,5532.75
4/24/2019,5441.9
4/25/2019,5134.81
4/26/2019,5159.51
4/27/2019,5170.6
4/28/2019,5155
4/29/2019,5148.25
4/30/2019,5270.69
5/1/2019,5321.15
5/2/2019,5390.01
5/3/2019,5657.4
5/4/2019,5770.01
5/5/2019,5715.86
5/6/2019,5687.9
5/7/2019,5748.45
5/8/2019,5948.41
5/9/2019,6153.09
5/10/2019,6343.14
5/11/2019,7219.95
5/12/2019,6979.76
5/13/2019,7824.93
5/14/2019,7990.92
5/15/2019,8203.32
5/16/2019,7878.96
5/17/2019,7363.69
5/18/2019,7262.4
5/19/2019,8200
5/20/2019,7999.54
5/21/2019,7951.7
5/22/2019,7626.48
5/23/2019,7881.98
5/24/2019,7994.88
5/25/2019,8067.41
5/26/2019,8760.03
5/27/2019,8783.25
5/28/2019,8686.5
5/29/2019,8660.5
5/30/2019,8273.57
5/31/2019,8550.18
6/1/2019,8558.01
6/2/2019,8741.17
6/3/2019,8015.01
6/4/2019,7688.26
6/5/2019,7766.91
6/6/2019,7812.15
6/7/2019,7992.17
6/8/2019,7938.64
6/9/2019,7623.84
6/10/2019,8046.13
6/11/2019,7918.2
6/12/2019,8169.01
6/13/2019,8256
6/14/2019,8693.98
6/15/2019,8861.33
6/16/2019,8996.95
6/17/2019,9346.47
6/18/2019,9089.99
6/19/2019,9283.99
6/20/2019,9542.6
6/21/2019,10175.88
6/22/2019,10658.3
6/23/2019,10808.53
6/24/2019,11040.03
6/25/2019,11736.99
6/26/2019,12902.52
6/27/2019,11127.4
6/28/2019,12317.73
6/29/2019,11913.73
6/30/2019,10778.74
7/1/2019,10570.62
7/2/2019,10885.01
7/3/2019,12022.61
7/4/2019,11130.95
7/5/2019,11038.61
7/6/2019,11187.8
7/7/2019,11478.9
7/8/2019,12298.31
7/9/2019,12559.46
7/10/2019,12083.13
7/11/2019,11323.95
7/12/2019,11811.99
7/13/2019,11408.1
7/14/2019,10190.36
7/15/2019,10855.56
7/16/2019,9436
7/17/2019,9708.55
7/18/2019,10654.25
7/19/2019,10548.04
7/20/2019,10754.92
7/21/2019,10633.54
7/22/2019,10304.64
7/23/2019,9833.19
7/24/2019,9751.24
7/25/2019,9880.67
7/26/2019,9841.96
7/27/2019,9468.92
7/28/2019,9549.7
7/29/2019,9503.32
7/30/2019,9580
7/31/2019,10099
8/1/2019,10417.24
8/2/2019,10533.07
8/3/2019,10820.75
8/4/2019,10997.82
8/5/2019,11775.14
8/6/2019,11440.08
8/7/2019,12014.41
8/8/2019,12017.89
8/9/2019,11889
8/10/2019,11283.82
8/11/2019,11531.95
8/12/2019,11387.38
8/13/2019,10855.58
8/14/2019,10105.34
8/15/2019,10280.96
8/16/2019,10368.83
8/17/2019,10218.37
8/18/2019,10309.04
8/19/2019,10935.67
8/20/2019,10770.99
8/21/2019,10137.75
8/22/2019,10088.89
8/23/2019,10415.01
8/24/2019,10156
8/25/2019,10148.5
8/26/2019,10373.75
8/27/2019,10170.16
8/28/2019,9710.38
8/29/2019,9525
8/30/2019,9580.6
8/31/2019,9593.95
9/1/2019,9769.64
9/2/2019,10405.05
9/3/2019,10628.46
9/4/2019,10585.67
9/5/2019,10574.27
9/6/2019,10318.8
9/7/2019,10484.87
9/8/2019,10395.17
9/9/2019,10310.01
9/10/2019,10090.01
9/11/2019,10169.49
9/12/2019,10437.19
9/13/2019,10381.91
9/14/2019,10360.2
9/15/2019,10306.65
9/16/2019,10268.77
9/17/2019,10185.14
9/18/2019,10155.26
9/19/2019,10304.94
9/20/2019,10168.44
9/21/2019,9982.39
9/22/2019,10035
9/23/2019,9683.89
9/24/2019,8556.43
9/25/2019,8446.57
9/26/2019,8063
9/27/2019,8193.98
9/28/2019,8228.22
9/29/2019,8063.06
9/30/2019,8305.14
10/1/2019,8323.43
10/2/2019,8396
10/3/2019,8241.25
10/4/2019,8159.71
10/5/2019,8152.99
10/6/2019,7862.67
10/7/2019,8224.82
10/8/2019,8186.73
10/9/2019,8600
10/10/2019,8589.01
10/11/2019,8263.64
10/12/2019,8304.1
10/13/2019,8280.01
10/14/2019,8363
10/15/2019,8156.52
10/16/2019,7993
10/17/2019,8077
10/18/2019,7954.16
10/19/2019,7965.27
10/20/2019,8235.44
10/21/2019,8214.58
10/22/2019,8008.04
10/23/2019,7473.42
10/24/2019,7439.29
10/25/2019,8704.85
10/26/2019,9281.27
10/27/2019,9570.58
10/28/2019,9221.96
10/29/2019,9431.27
10/30/2019,9175.77
10/31/2019,9146.75
11/1/2019,9268
11/2/2019,9320
11/3/2019,9215.01
11/4/2019,9414
11/5/2019,9314.99
11/6/2019,9343.11
11/7/2019,9196.71
11/8/2019,8758.69
11/9/2019,8798.38
11/10/2019,9036.82
11/11/2019,8720.61
11/12/2019,8823.65
11/13/2019,8765.61
11/14/2019,8630.01
11/15/2019,8460
11/16/2019,8488
11/17/2019,8500.01
11/18/2019,8160.73
11/19/2019,8123.36
11/20/2019,8082.96
11/21/2019,7618.76
11/22/2019,7296.45
11/23/2019,7338.92
11/24/2019,6906.25
11/25/2019,7125
11/26/2019,7155
11/27/2019,7539.4
11/28/2019,7413.05
11/29/2019,7751.29
11/30/2019,7551.7
12/1/2019,7413.84
12/2/2019,7315.09
12/3/2019,7296
12/4/2019,7185.57
12/5/2019,7388.75
12/6/2019,7560.76
12/7/2019,7502.2
12/8/2019,7520
12/9/2019,7332.69
12/10/2019,7215.69
12/11/2019,7275.17
12/12/2019,7194.19
12/13/2019,7249.25
12/14/2019,7059.55
12/15/2019,7111
12/16/2019,6877.04
12/17/2019,6618.62
12/18/2019,7309.12
12/19/2019,7153.99
12/20/2019,7189.87
12/21/2019,7143.01
12/22/2019,7550
12/23/2019,7318.18
12/24/2019,7259.87
12/25/2019,7194.76
12/26/2019,7195
12/27/2019,7247.35
12/28/2019,7303.7
12/29/2019,7378.53
12/30/2019,7191
12/31/2019,7158.01
1/1/2020,7174.32
1/2/2020,6945.01
1/3/2020,7335.54
1/4/2020,7353.5
1/5/2020,7348.69
1/6/2020,7773.48
1/7/2020,8169.95
1/8/2020,8035.08
1/9/2020,7813.78
1/10/2020,8183.89
1/11/2020,8002.89
1/12/2020,8192.66
1/13/2020,8109.62
1/14/2020,8757.18
1/15/2020,8831.86
1/16/2020,8727.22
1/17/2020,8875.81
1/18/2020,8901
1/19/2020,8710.41
1/20/2020,8633.67
1/21/2020,8730
1/22/2020,8665
1/23/2020,8386.63
1/24/2020,8424.96
1/25/2020,8304.04
1/26/2020,8632.92
1/27/2020,8903.24
1/28/2020,9417.64
1/29/2020,9270
1/30/2020,9493.61
1/31/2020,9343.28
2/1/2020,9375.06
2/2/2020,9314.06
2/3/2020,9282.29
2/4/2020,9158.57
2/5/2020,9623.44
2/6/2020,9765.96
2/7/2020,9804.98
2/8/2020,9911.13
2/9/2020,10174.81
2/10/2020,9854.5
2/11/2020,10279.99
2/12/2020,10344.01
2/13/2020,10239.57
2/14/2020,10380
2/15/2020,9901.34
2/16/2020,9915.04
2/17/2020,9711.95
2/18/2020,10191.51
2/19/2020,9591.54
2/20/2020,9610.05
2/21/2020,9697.01
2/22/2020,9668.26
2/23/2020,9964.16
2/24/2020,9668.08
2/25/2020,9301.01
2/26/2020,8776.01
2/27/2020,8816.71
2/28/2020,8713.16
2/29/2020,8552.08
3/1/2020,8490.3
3/2/2020,8923.52
3/3/2020,8769.67
3/4/2020,8765
3/5/2020,9053.56
3/6/2020,9162.98
3/7/2020,8885.68
3/8/2020,8068
3/9/2020,7945.03
3/10/2020,7887.01
3/11/2020,7957.02
3/12/2020,4980
3/13/2020,5592.77
3/14/2020,5182.62
3/15/2020,5327.12
3/16/2020,5074.2
3/17/2020,5361.77
3/18/2020,5426.71
3/19/2020,6219.99
3/20/2020,6215.4
3/21/2020,6168.72
3/22/2020,5791.69
3/23/2020,6583.38
3/24/2020,6742.21
3/25/2020,6752.83
3/26/2020,6772.2
3/27/2020,6320.46
3/28/2020,6269.81
3/29/2020,5897.55
3/30/2020,6401.26
3/31/2020,6434.73
4/1/2020,6719.39
4/2/2020,6789.84
4/3/2020,6727.99
4/4/2020,6896.6
4/5/2020,6779.75
4/6/2020,7320.07
4/7/2020,7204.58
4/8/2020,7343.65
4/9/2020,7294.69
4/10/2020,6892.54
4/11/2020,6891.43
4/12/2020,6860.97
4/13/2020,6871
4/14/2020,6865.72
4/15/2020,6576.76
4/16/2020,7123.29
4/17/2020,7055.22
4/18/2020,7271.53
4/19/2020,7125.31
4/20/2020,6832.57
4/21/2020,6845
4/22/2020,7143.99
4/23/2020,7479.06
4/24/2020,7514.64
4/25/2020,7535.69
4/26/2020,7765.79
4/27/2020,7773
4/28/2020,7774.39
4/29/2020,8789.1
4/30/2020,8652.3
5/1/2020,8813.9
5/2/2020,8992
5/3/2020,8917.63
5/4/2020,8900.29
5/5/2020,9037.69
5/6/2020,9132.24
5/7/2020,10007.56
5/8/2020,9790.23
5/9/2020,9554.91
5/10/2020,8773.89
5/11/2020,8557.37
5/12/2020,8809.14
5/13/2020,9335.84
5/14/2020,9815.22
5/15/2020,9331.18
5/16/2020,9353.26
5/17/2020,9700.33
5/18/2020,9733.21
5/19/2020,9783.91
5/20/2020,9497.76
5/21/2020,9039.12
5/22/2020,9173.23
5/23/2020,9166.02
5/24/2020,8673.64
5/25/2020,8892.39
5/26/2020,8836.77
5/27/2020,9200
5/28/2020,9593.72
5/29/2020,9426.87
5/30/2020,9684.6
5/31/2020,9435.8
6/1/2020,10212.38
6/2/2020,9509.35
6/3/2020,9672.67
6/4/2020,9799.57
6/5/2020,9568.95
6/6/2020,9665.36
6/7/2020,9764
6/8/2020,9833.94
6/9/2020,9778.6
6/10/2020,9899.18
6/11/2020,9258.7
6/12/2020,9466.77
6/13/2020,9477.17
6/14/2020,9315.71
6/15/2020,9437.23
6/16/2020,9534.8
6/17/2020,9460.53
6/18/2020,9368.15
6/19/2020,9285.54
6/20/2020,9361.81
6/21/2020,9279.68
6/22/2020,9700.91
6/23/2020,9623.74
6/24/2020,9284.1
6/25/2020,9232.84
6/26/2020,9157.22
6/27/2020,9001.24
6/28/2020,9122.56
6/29/2020,9191.05
6/30/2020,9129.47
7/1/2020,9239.09
7/2/2020,9088.54
7/3/2020,9050.05
7/4/2020,9138.22
7/5/2020,9088.52
7/6/2020,9331.69
7/7/2020,9263.56
7/8/2020,9436.01
7/9/2020,9230.48
7/10/2020,9298.16
7/11/2020,9235
7/12/2020,9313.77
7/13/2020,9230.14
7/14/2020,9258.34
7/15/2020,9194.51
7/16/2020,9130.91
7/17/2020,9147.65
7/18/2020,9174.6
7/19/2020,9221.71
7/20/2020,9161.13
7/21/2020,9396.65
7/22/2020,9546.31
7/23/2020,9612.05
7/24/2020,9553.41
7/25/2020,9709.02
7/26/2020,9944.58
7/27/2020,11108.44
7/28/2020,10952.85
7/29/2020,11100.39
7/30/2020,11139.67
7/31/2020,11372.76
8/1/2020,11805.82
8/2/2020,11050.03
8/3/2020,11235.44
8/4/2020,11198.04
8/5/2020,11737.59
8/6/2020,11766.62
8/7/2020,11598.96
8/8/2020,11780.14
8/9/2020,11692.76
8/10/2020,11896.19
8/11/2020,11387.01
8/12/2020,11563.16
8/13/2020,11824.99
8/14/2020,11785.29
8/15/2020,11854.27
8/16/2020,11924
8/17/2020,12325.1
8/18/2020,11983.52
8/19/2020,11764.8
8/20/2020,11856.24
8/21/2020,11526.32
8/22/2020,11675.78
8/23/2020,11650.03
8/24/2020,11762.34
8/25/2020,11324.86
8/26/2020,11460.01
8/27/2020,11341.73
8/28/2020,11540
8/29/2020,11468.56
8/30/2020,11724.99
8/31/2020,11665.93
9/1/2020,11911.74
9/2/2020,11390.12
9/3/2020,10225.82
9/4/2020,.
9/5/2020,10152.97
9/6/2020,10255.2
9/7/2020,10389.85
9/8/2020,10123.21
9/9/2020,10235
9/10/2020,10345.95
9/11/2020,10399.99
9/12/2020,10444.01
9/13/2020,10336.28
9/14/2020,10679.33
9/15/2020,10789.8
9/16/2020,10953.38
9/17/2020,10947.83
9/18/2020,10942.2
9/19/2020,11075.33
9/20/2020,10911.59
9/21/2020,10425.85
9/22/2020,10529.01
9/23/2020,10230.11
9/24/2020,10741
9/25/2020,10693.3
9/26/2020,10730.23
9/27/2020,10792.18
9/28/2020,10681.01
9/29/2020,10845.9
9/30/2020,10783.24
10/1/2020,10598.64
10/2/2020,10577.92
10/3/2020,10545.21
10/4/2020,10662.36
10/5/2020,10800
10/6/2020,10594.15
10/7/2020,10671.23
10/8/2020,10926.71
10/9/2020,11059.3
10/10/2020,11303.56
10/11/2020,11370.45
10/12/2020,11534.83
10/13/2020,11434.36
10/14/2020,11426.87
10/15/2020,11509.25
10/16/2020,11329.33
10/17/2020,11365.96
10/18/2020,11516.56
10/19/2020,11765.09
10/20/2020,11917.34
10/21/2020,12836.37
10/22/2020,12977.02
10/23/2020,12943.03
10/24/2020,13120.87
10/25/2020,13050.32
10/26/2020,13072.95
10/27/2020,13698.18
10/28/2020,13280
10/29/2020,13460
10/30/2020,13582.97
10/31/2020,13745.02
11/1/2020,13784.52
11/2/2020,13573.93
11/3/2020,14050.59
11/4/2020,14160
11/5/2020,15636.6
11/6/2020,15596.33
11/7/2020,14814.62
11/8/2020,15487.88
11/9/2020,15334.37
11/10/2020,15325.25
11/11/2020,15723.81
11/12/2020,16319.72
11/13/2020,16339.59
11/14/2020,16093.3
11/15/2020,15946.64
11/16/2020,16714.58
11/17/2020,17660.9
11/18/2020,17802.82
11/19/2020,17804.44
11/20/2020,18702.87
11/21/2020,18710.14
11/22/2020,18477.48
11/23/2020,18391.21
11/24/2020,19185.07
11/25/2020,18706.15
11/26/2020,17173
11/27/2020,17156.99
11/28/2020,17718.3
11/29/2020,18238.52
11/30/2020,19727
12/1/2020,18763.35
12/2/2020,19245.61
12/3/2020,19430.07
12/4/2020,18692.32
12/5/2020,19156.82
12/6/2020,19397.08
12/7/2020,19202.88
12/8/2020,18311.76
12/9/2020,18550.01
12/10/2020,18286.8
12/11/2020,18048.14
12/12/2020,18826.36
12/13/2020,19133.04
12/14/2020,19288.43
12/15/2020,19451.34
12/16/2020,21384.63
12/17/2020,22830.34
12/18/2020,23169.26
12/19/2020,23814.91
12/20/2020,23451.68
12/21/2020,22777.26
12/22/2020,23839.99
12/23/2020,23196.57
12/24/2020,23740.01
12/25/2020,24736.42
12/26/2020,26519.1
12/27/2020,26320.06
12/28/2020,27044.14
12/29/2020,27407.85
12/30/2020,28934.56
12/31/2020,29026.97
1/1/2021,29391.09
1/2/2021,32244.73
1/3/2021,33134.1
1/4/2021,32127.31
1/5/2021,34131.23
1/6/2021,36979.81
1/7/2021,39573.39
1/8/2021,40666.72
1/9/2021,40346.3
1/10/2021,38242.02
1/11/2021,35474.31
1/12/2021,33968.43
1/13/2021,37520.66
1/14/2021,39171.12
1/15/2021,36868.39
1/16/2021,35869.47
1/17/2021,35931.15
1/18/2021,36765.97
1/19/2021,35673.03
1/20/2021,35570.44
1/21/2021,30647.26
1/22/2021,32885.51
1/23/2021,32021.33
1/24/2021,32250.01
1/25/2021,31979
1/26/2021,32579.82
1/27/2021,30552.06
1/28/2021,33484.8
1/29/2021,34330.14
1/30/2021,34229.25
1/31/2021,33076.09
2/1/2021,33457.6
2/2/2021,35511.07
2/3/2021,37769.41
2/4/2021,37070.87
2/5/2021,38376.86
2/6/2021,38995.52
2/7/2021,38888.74
2/8/2021,46674.44
2/9/2021,46595.44
2/10/2021,44887.29
2/11/2021,48121
2/12/2021,47524.18
2/13/2021,47274.23
2/14/2021,48703.26
2/15/2021,47911.87
2/16/2021,49257.23
2/17/2021,52269.84
2/18/2021,51644.16
2/19/2021,56029.51
2/20/2021,55960.05
2/21/2021,57538.47
2/22/2021,54130.33
2/23/2021,48972.11
2/24/2021,49789.99
2/25/2021,46927.73
2/26/2021,46360.17
2/27/2021,45973.56
2/28/2021,45352.29
3/1/2021,49652.19
3/2/2021,48368.22
3/3/2021,50164.67
3/4/2021,48327.39
3/5/2021,48908.09
3/6/2021,48986.85
3/7/2021,50858.34
3/8/2021,52472.59
3/9/2021,54999.99
3/10/2021,56046.27
3/11/2021,57911.02
3/12/2021,57174.89
3/13/2021,61130.22
3/14/2021,59192.98
3/15/2021,55430.19
3/16/2021,57126.52
3/17/2021,59221.23
3/18/2021,57562.46
3/19/2021,58001.29
3/20/2021,58051.01
3/21/2021,57402.03
3/22/2021,54230.21
3/23/2021,54268.81
3/24/2021,52294.65
3/25/2021,51386.2
3/26/2021,55314.11
3/27/2021,55932.18
3/28/2021,55821.59
3/29/2021,57630.72
3/30/2021,58800
3/31/2021,58837.71
4/1/2021,58768.84
4/2/2021,59019.55
4/3/2021,56731
4/4/2021,58266.39
4/5/2021,59200
4/6/2021,58018.31
4/7/2021,55962.11
4/8/2021,58108.65
4/9/2021,58126.14
4/10/2021,60039.35
4/11/2021,60133.37
4/12/2021,59903.04
4/13/2021,63660.94
4/14/2021,63283.43
4/15/2021,63346.93
4/16/2021,61486.08
4/17/2021,60199.33
4/18/2021,56351.2
4/19/2021,55797.39
4/20/2021,56514.9
4/21/2021,53919.48
4/22/2021,51653.27
4/23/2021,51231.69
4/24/2021,50167.5
4/25/2021,49272.06
4/26/2021,53969.71
4/27/2021,55120.81
4/28/2021,54964.11
4/29/2021,53562.87
4/30/2021,57640.17
5/1/2021,57868.94
5/2/2021,56631.64
5/3/2021,57213.29
5/4/2021,53128.68
5/5/2021,57518.01
5/6/2021,56485.77
5/7/2021,57373.88
5/8/2021,59045.17
5/9/2021,58410.34
5/10/2021,55936.77
5/11/2021,56719
5/12/2021,49095.57
5/13/2021,49635.45
5/14/2021,49923.92
5/15/2021,46984.74
5/16/2021,46523.31
5/17/2021,43768.74
5/18/2021,42989.8
5/19/2021,37236.61
5/20/2021,40749.78
5/21/2021,37425
5/22/2021,37383.34
5/23/2021,34927.4
5/24/2021,38725.06
5/25/2021,38370
5/26/2021,39213.41
5/27/2021,38368.17
5/28/2021,35770
5/29/2021,34621.64
5/30/2021,35545.27
5/31/2021,37153.71
6/1/2021,36764.58
6/2/2021,37501.36
6/3/2021,39215.09
6/4/2021,36895.48
6/5/2021,35565
6/6/2021,35873.42
6/7/2021,33816.09
6/8/2021,33432.26
6/9/2021,37357.02
6/10/2021,36717.51
6/11/2021,37282.15
6/12/2021,35609.66
6/13/2021,39122.03
6/14/2021,40496.92
6/15/2021,40093.93
6/16/2021,38394.4
6/17/2021,38027.63
6/18/2021,35777.39
6/19/2021,35498.24
6/20/2021,35565.82
6/21/2021,31686.69
6/22/2021,32508.26
6/23/2021,33688.35
6/24/2021,34695.34
6/25/2021,31704.87
6/26/2021,32265.95
6/27/2021,34596.99
6/28/2021,34541.8
6/29/2021,35928.75
6/30/2021,34995.83
7/1/2021,33538.49
7/2/2021,33832.49
7/3/2021,34633.93
7/4/2021,35126.9
7/5/2021,33673.22
7/6/2021,34193.9
7/7/2021,33791
7/8/2021,32878.23
7/9/2021,33766.87
7/10/2021,33547.19
7/11/2021,34236.21
7/12/2021,33096.86
7/13/2021,32768.54
7/14/2021,32817.18
7/15/2021,31891.09
7/16/2021,31408.78
7/17/2021,31503.78
7/18/2021,31753.02
7/19/2021,30849.9
7/20/2021,29788.61
7/21/2021,32086.04
7/22/2021,32327.95
7/23/2021,33700
7/24/2021,34275.43
7/25/2021,35368.57
7/26/2021,37269.12
7/27/2021,39381.82
7/28/2021,40031.56
7/29/2021,40024.94
7/30/2021,42188.95
7/31/2021,41472.42
8/1/2021,39816.76
8/2/2021,39146.69
8/3/2021,38207.27
8/4/2021,39730
8/5/2021,40893.75
8/6/2021,42827.76
8/7/2021,44488.87
8/8/2021,43933.26
8/9/2021,46208.5
8/10/2021,45565.76
8/11/2021,45482.95
8/12/2021,44454.37
8/13/2021,47765.41
8/14/2021,47134.61
8/15/2021,47090
8/16/2021,45930.71
8/17/2021,44718.51
8/18/2021,44735.2
8/19/2021,46736.74
8/20/2021,49350.99
8/21/2021,48896.95
8/22/2021,49328.47
8/23/2021,49464.66
8/24/2021,47770.4
8/25/2021,48985.05
8/26/2021,46770.6
8/27/2021,49082.04
8/28/2021,48963.41
8/29/2021,48770.78
8/30/2021,46924.16
8/31/2021,47065.73
9/1/2021,48889.19
9/2/2021,49273.33
9/3/2021,49919.31
9/4/2021,49949.07
9/5/2021,51782.76
9/6/2021,52691.2
9/7/2021,46943.82
9/8/2021,46022.48
9/9/2021,46414.58
9/10/2021,44897.75
9/11/2021,45127.48
9/12/2021,46010.13
